,000906.SH,000961.SH,399440.SZ,H30588.CSI,000018.SH,399808.SZ,399914.SZ,399412.SZ,H11136.CSI,930599.CSI,930653.CSI,H30171.CSI,399967.SZ,000998.SH,000827.SH,000978.SH
2009-07-29,3565.611,5048.423,3106.5321,,4555.914,,5528.301,,1472.0,3622.862,4830.485,2078.807,5129.675,,,4787.026
2009-07-30,3634.076,5126.854,3183.9401,,4733.313,,5696.813,,1499.72,3694.704,4860.979,2104.447,5345.111,,,4804.223
2009-07-31,3737.842,5352.459,3273.9524,,4809.516,,5801.731,,1518.6,3796.181,4969.465,2171.489,5486.624,,,4927.381
2009-08-03,3797.216,5456.738,3471.3997,,4807.701,,5788.849,,1577.21,3850.26,5127.799,2258.347,5602.103,,,5010.019
2009-08-04,3806.17,5619.71,3459.1501,,4692.725,,5677.281,,1575.35,3882.668,5159.66,2295.419,5528.43,,,5065.662
2009-08-05,3769.542,5521.335,3355.0197,,4571.824,,5545.631,,1543.84,3904.61,5267.707,2320.086,5611.859,,,5120.723
2009-08-06,3696.946,5292.175,3207.559,,4481.863,,5469.578,,1529.85,3878.293,5184.571,2249.891,5519.889,,,5091.116
2009-08-07,3587.188,5035.276,3070.5985,,4425.005,,5368.381,,1518.79,3758.225,5029.912,2170.164,5270.935,,,5004.329
2009-08-10,3586.281,5065.536,3088.2134,,4358.514,,5288.713,,1558.07,3789.168,5013.495,2179.618,5266.306,,,5102.417
2009-08-11,3599.603,5044.849,3102.7292,,4364.585,,5310.606,,1565.33,3803.899,5127.833,2181.662,5282.538,,,5126.895
2009-08-12,3437.478,4740.629,2936.9075,,4182.066,,5124.744,,1562.67,3609.392,4940.856,2057.484,4995.146,,,4924.569
2009-08-13,3473.814,4882.19,2964.1871,,4258.345,,5227.576,,1564.09,3605.968,4891.94,2055.429,5031.456,,,4912.736
2009-08-14,3364.69,4784.452,2857.0825,,4164.74,,5120.737,,1536.86,3453.048,4654.117,1967.65,4847.223,,,4672.374
2009-08-17,3153.363,4380.59,2621.0198,,3979.022,,4847.884,,1477.72,3228.215,4386.362,1860.108,4549.188,,,4419.525
2009-08-18,3191.403,4483.151,2709.3323,,3961.587,,4827.734,,1516.71,3292.33,4463.359,1890.64,4677.292,,,4507.508
2009-08-19,3031.644,4202.427,2518.3568,,3787.379,,4588.695,,1501.54,3182.329,4328.417,1777.566,4447.881,,,4426.918
2009-08-20,3159.737,4458.729,2608.6735,,3959.78,,4783.101,,1528.58,3309.585,4471.262,1841.271,4649.071,,,4548.428
2009-08-21,3224.958,4565.955,2684.8867,,4008.177,,4844.925,,1542.62,3393.885,4581.011,1871.072,4759.078,,,4669.363
2009-08-24,3259.736,4696.904,2689.1176,,3976.556,,4820.247,,1577.94,3478.987,4646.421,1880.101,5098.163,,,4866.164
2009-08-25,3153.12,4539.297,2558.6159,,3755.567,,4554.628,,1567.73,3432.414,4583.389,1826.892,5069.686,,,4795.789
2009-08-26,3223.936,4588.415,2595.7387,,3787.401,,4614.045,,1559.18,3559.546,4720.771,1892.346,5291.782,,,4911.052
2009-08-27,3217.526,4495.876,2592.7789,,3753.701,,4572.306,,1538.91,3564.28,4818.506,1903.595,5202.351,,,5072.122
2009-08-28,3111.138,4335.418,2455.9954,,3596.606,,4377.996,,1536.58,3494.138,4724.11,1856.146,5201.54,,,4877.412
2009-08-31,2889.589,3944.196,2247.6093,,3373.018,,4080.109,,1511.58,3250.685,4452.205,1734.834,4876.327,,,4607.989
2009-09-01,2894.188,3860.129,2242.8554,,3455.247,,4180.837,,1508.13,3215.086,4442.76,1730.945,4617.228,,,4573.706
2009-09-02,2935.819,3925.463,2249.9985,,3567.615,,4301.083,,1504.93,3227.172,4450.235,1739.858,4639.135,,,4578.514
2009-09-03,3095.676,4225.926,2429.5342,,3742.724,,4540.432,,1525.68,3378.699,4627.589,1817.053,4872.094,,,4741.037
2009-09-04,3127.505,4273.684,2413.8866,,3754.366,,4565.272,,1583.4,3441.357,4709.133,1825.21,5023.113,,,4858.171
2009-09-07,3156.428,4325.322,2408.6582,,3782.383,,4586.522,,1609.61,3473.035,4877.04,1826.729,5056.701,,,5023.625
2009-09-08,3222.368,4480.389,2475.4105,,3844.434,,4676.315,,1632.79,3544.174,4939.378,1854.104,5218.891,,,5028.713
2009-09-09,3245.468,4580.032,2560.8924,,3840.877,,4681.353,,1641.4,3588.439,4875.094,1887.197,5222.143,,,5010.236
2009-09-10,3213.807,4527.547,2527.9702,,3807.913,,4645.832,,1649.51,3544.207,4822.159,1879.734,5096.25,,,4924.698
2009-09-11,3285.514,4595.446,2554.2516,,3976.615,,4834.562,,1630.79,3587.207,4873.75,1898.818,5154.856,,,5063.933
2009-09-14,3347.733,4647.704,2581.308,,4019.555,,4906.499,,1650.36,3669.253,4976.612,1928.223,5315.089,,,5182.419
2009-09-15,3362.441,4724.487,2634.0935,,4006.685,,4893.73,,1648.06,3686.903,4971.859,1934.808,5336.288,,,5207.645
2009-09-16,3327.906,4724.154,2570.9786,,3908.372,,4783.218,,1683.59,3698.334,4927.982,1908.694,5310.699,,,5198.579
2009-09-17,3394.071,4798.803,2596.7726,,3981.933,,4867.332,,1697.2,3811.233,5009.801,1948.892,5486.856,,,5290.919
2009-09-18,3273.124,4595.526,2489.2494,,3828.387,,4668.822,,1684.12,3688.98,4893.86,1889.419,5306.209,,,5262.705
2009-09-21,3292.459,4591.427,2445.4418,,3803.466,,4635.81,,1660.36,3785.399,4957.924,1891.365,5362.141,,,5404.25
2009-09-22,3212.071,4437.473,2353.1155,,3702.991,,4503.376,,1676.42,3710.096,4945.585,1844.444,5144.567,,,5334.377
2009-09-23,3133.914,4281.861,2304.7288,,3661.999,,4429.687,,1709.44,3622.232,4819.447,1805.358,4911.708,,,5149.881
2009-09-24,3145.561,4297.872,2299.0106,,3776.036,,4566.013,,1674.59,3558.696,4760.186,1794.603,4838.091,,,5065.96
2009-09-25,3121.578,4230.169,2272.5584,,3759.625,,4535.091,,1638.96,3527.208,4792.725,1786.865,4808.117,,,5023.368
2009-09-28,3033.387,4055.327,2210.8651,,3642.866,,4393.355,,1639.98,3435.383,4709.756,1727.72,4598.471,,,4970.49
2009-09-29,3021.304,4045.358,2168.9559,,3699.847,,4452.725,,1685.55,3414.456,4627.821,1703.749,4634.029,,,4849.641
2009-09-30,3052.787,4130.591,2188.8759,,3734.883,,4498.566,,1681.86,3429.597,4671.317,1712.801,4558.946,,,4946.106
2009-10-09,3213.47,4481.231,2304.3615,,3916.591,,4719.721,,1687.35,3582.293,4843.723,1803.941,4753.899,,,5156.165
2009-10-12,3207.822,4421.767,2284.9038,,3904.909,,4704.434,,1649.37,3600.914,4873.398,1786.972,4745.169,,,5141.319
2009-10-13,3256.995,4513.096,2350.1175,,3974.462,,4784.66,,1664.52,3647.939,4888.292,1808.748,4805.507,,,5216.749
2009-10-14,3286.504,4590.365,2369.5,,4000.268,,4844.43,,1705.86,3649.125,4865.241,1832.123,4857.382,,,5247.921
2009-10-15,3298.547,4608.575,2413.0286,,4030.975,,4877.587,,1680.62,3651.123,4812.063,1832.445,4838.152,,,5216.534
2009-10-16,3302.562,4638.675,2409.6618,,4016.701,,4871.9,,1666.1,3667.072,4816.72,1836.827,4823.974,,,5275.06
2009-10-19,3389.958,4811.486,2490.6785,,4100.984,,5015.783,,1726.22,3735.599,4905.197,1866.641,4914.856,,,5390.218
2009-10-20,3439.686,4858.68,2495.2629,,4190.673,,5104.974,,1708.06,3799.652,5046.02,1899.344,5081.451,,,5416.046
2009-10-21,3428.151,4831.676,2515.2905,,4200.069,,5123.769,,1695.54,3744.931,4956.575,1885.977,5003.777,,,5358.272
2009-10-22,3413.508,4791.794,2481.0305,,4161.554,,5079.459,,1714.73,3740.801,4971.143,1880.249,4998.88,,,5362.425
2009-10-23,3476.353,4947.396,2513.7393,,4261.656,,5193.888,,1741.24,3777.11,5006.836,1912.013,5063.26,,,5420.486
2009-10-26,3477.752,4950.186,2529.1495,,4275.626,,5199.845,,1711.98,3778.599,4990.24,1907.466,5058.493,,,5560.296
2009-10-27,3378.334,4729.163,2416.9614,,4164.546,,5055.925,,1647.27,3696.84,4893.556,1854.712,4873.169,,,5448.401
2009-10-28,3397.304,4776.775,2401.0659,,4144.222,,5038.678,,1615.51,3729.888,4959.381,1863.783,4907.526,,,5484.109
2009-10-29,3318.28,4591.305,2325.6824,,4036.103,,4905.403,,1618.17,3657.057,4901.558,1827.827,4781.437,,,5508.386
2009-10-30,3354.485,4636.966,2341.8179,,4087.997,,4956.889,,1595.94,3692.022,4977.182,1839.238,4847.075,,,5658.601
2009-11-02,3468.873,4763.7,2396.184,,4270.999,,5180.961,,1611.16,3782.45,5093.299,1883.635,4932.631,,,5983.981
2009-11-03,3521.453,4830.701,2442.0038,,4317.726,,5235.927,,1605.99,3860.61,5170.108,1916.888,5056.546,,,5997.492
2009-11-04,3541.979,4882.53,2474.7841,,4341.084,,5253.039,,1640.56,3887.084,5260.013,1937.831,5060.083,,,6055.74
2009-11-05,3558.326,4893.171,2497.3012,,4329.279,,5244.931,,1654.63,3913.088,5276.687,1980.462,5137.162,,,6126.577
2009-11-06,3576.987,4927.36,2532.7975,,4327.884,,5263.809,,1676.35,3932.619,5247.464,1996.656,5218.419,,,6071.586
2009-11-09,3593.09,4950.783,2590.1327,,4335.364,,5263.392,,1723.94,3963.318,5296.73,1999.069,5245.598,,,6044.285
2009-11-10,3600.741,4913.516,2583.4938,,4339.847,,5289.6,,1736.44,3962.924,5346.042,2008.375,5242.6,,,6129.705
2009-11-11,3597.402,4867.555,2583.7192,,4319.608,,5264.289,,1763.19,3976.714,5408.07,2014.381,5312.271,,,6184.894
2009-11-12,3603.45,4867.525,2620.7424,,4305.567,,5237.158,,1762.04,3994.01,5489.502,2023.064,5280.972,,,6225.02
2009-11-13,3628.611,4867.705,2606.7703,,4333.542,,5255.444,,1781.41,4043.437,5586.622,2038.349,5321.715,,,6294.216
2009-11-16,3733.036,5109.992,2707.8471,,4457.708,,5405.902,,1780.05,4127.027,5694.302,2095.366,5418.35,,,6377.675
2009-11-17,3739.334,5096.398,2706.0994,,4474.013,,5425.3,,1804.45,4137.947,5687.463,2097.001,5437.765,,,6467.956
2009-11-18,3744.455,5157.04,2692.3646,,4461.645,,5402.564,,1783.96,4123.545,5717.72,2102.773,5423.604,,,6561.774
2009-11-19,3767.301,5174.389,2722.998,,4437.318,,5390.307,,1737.62,4165.084,5736.625,2131.987,5494.189,,,6688.689
2009-11-20,3764.17,5110.273,2724.3482,,4410.17,,5379.399,,1732.47,4181.354,5769.815,2120.579,5574.712,,,6651.099
2009-11-23,3807.492,5199.378,2754.4812,,4417.084,,5381.568,,1750.44,4246.317,5984.362,2144.603,5715.64,,,6745.211
2009-11-24,3667.354,5028.686,2766.3679,,4304.505,,5247.971,,1729.75,4040.574,5747.569,2048.685,5449.465,,,6324.55
2009-11-25,3763.771,5184.729,2907.4577,,4359.542,,5316.796,,1761.76,4142.916,5978.593,2111.666,5616.784,,,6471.23
2009-11-26,3613.688,5055.719,2757.9111,,4156.133,,5094.558,,1754.88,3961.391,5682.318,2040.427,5383.914,,,6191.039
2009-11-27,3509.485,4835.515,2608.1171,,4036.473,,4925.362,,1717.07,3903.752,5551.564,1987.261,5247.033,,,6142.699
2009-11-30,3648.95,5017.119,2708.2525,,4162.164,,5078.289,,1746.99,4066.792,5892.834,2064.756,5447.872,,,6392.732
2009-12-01,3710.993,5075.261,2819.7825,,4191.308,,5110.7,,1787.34,4143.971,6066.385,2105.784,5550.609,,,6558.13
2009-12-02,3752.737,5209.923,2821.7322,,4217.901,,5161.802,,1798.74,4182.461,6061.309,2122.501,5594.175,,,6600.65
2009-12-03,3753.299,5200.902,2863.0843,,4184.873,,5119.7,,1785.59,4206.511,6066.845,2130.981,5588.801,,,6632.978
2009-12-04,3773.791,5231.956,2876.5043,,4404.71,,5348.325,,1760.76,4130.931,5900.52,2131.745,5453.896,,,6417.799
2009-12-07,3808.277,5220.481,2916.5089,,4409.455,,5376.753,,1752.47,4183.961,6004.833,2151.839,5520.631,,,6474.233
2009-12-08,3770.503,5169.265,2879.1968,,4328.407,,5288.759,,1743.08,4158.745,5962.198,2112.912,5483.555,,,6442.628
2009-12-09,3700.806,5076.149,2833.501,,4221.246,,5162.625,,1740.25,4090.049,5892.616,2063.432,5408.666,,,6391.227
2009-12-10,3726.308,5096.873,2851.9412,,4253.976,,5188.691,,1743.18,4128.7,6001.971,2084.746,5571.029,,,6418.962
2009-12-11,3724.19,5093.773,2860.4764,,4253.774,,5181.346,,1766.85,4137.69,6045.465,2081.151,5614.316,,,6415.65
2009-12-14,3750.513,5178.92,2856.0883,,4340.852,,5263.72,,1781.46,4133.885,6036.098,2120.611,5601.117,,,6360.164
2009-12-15,3728.753,5163.569,2837.7406,,4285.498,,5170.093,,1788.05,4151.724,6057.73,2100.677,5630.868,,,6441.813
2009-12-16,3707.304,5118.921,2790.9223,,4274.356,,5152.226,,1795.05,4126.108,5990.709,2090.303,5569.386,,,6503.372
2009-12-17,3616.053,4977.809,2703.4877,,4199.727,,5062.804,,1755.05,4037.395,5825.803,2022.208,5446.726,,,6233.276
2009-12-18,3514.675,4797.52,2655.4921,,4143.215,,4943.312,,1730.2,3915.863,5640.108,1981.721,5271.682,,,6054.856
2009-12-21,3528.546,4787.448,2654.6478,,4103.137,,4917.978,,1723.9,3951.339,5795.696,2003.237,5300.236,,,6109.001
2009-12-22,3432.908,4586.375,2572.0174,,4005.069,,4780.578,,1704.19,3867.313,5684.657,1945.901,5200.705,,,5994.036
2009-12-23,3471.551,4620.845,2596.704,,4014.497,,4793.401,,1732.52,3941.354,5802.073,1960.346,5261.858,,,6095.019
2009-12-24,3579.157,4863.088,2698.5905,,4106.571,,4906.421,,1758.66,4074.295,6015.413,2013.679,5406.743,,,6272.779
2009-12-25,3573.696,4814.5447,2697.3871,,4058.614,,4861.75,,1758.51,4103.382,6025.934,2010.678,5452.927,,,6345.625
2009-12-28,3630.142,4905.2,2750.1111,,4140.161,,4946.518,,1769.7,4158.826,6067.683,2041.186,5537.716,,,6417.97
2009-12-29,3651.134,4929.212,2772.0872,,4203.336,,4999.504,,1771.31,4170.551,6094.294,2055.616,5529.71,,,6409.345
2009-12-30,3694.465,4985.175,2818.7364,,4357.563,,5171.415,,1773.97,4159.876,6030.337,2071.114,5529.179,,,6465.429
2009-12-31,3715.359,4991.853,2816.4521,,4381.636,,5198.586,,1776.0,4198.959,6111.491,2081.689,5564.211,,,6461.685
2010-01-04,3687.938,4946.369,2793.5058,978.616,4297.418,,5094.783,,1824.19,4218.557,6102.193,2070.722,5587.039,,,6457.089
2010-01-05,3719.951,5089.742,2782.7011,1011.028,4361.358,,5133.241,,1857.21,4259.982,6106.267,2098.088,5685.864,,,6509.221
2010-01-06,3700.765,5092.062,2805.983,998.039,4288.201,,5064.845,,1861.59,4279.752,6047.259,2088.151,5722.16,,,6514.486
2010-01-07,3627.177,5007.33,2724.2156,976.674,4195.835,,4974.203,,1821.48,4199.613,5916.157,2050.553,5589.885,,,6352.81
2010-01-08,3644.729,4947.326,2725.3878,984.39,4216.516,,5007.2,,1828.93,4230.508,5940.999,2072.142,5653.51,,,6394.507
2010-01-11,3651.741,4959.166,2703.6766,993.602,4233.007,,5003.15,,1847.59,4264.266,5904.942,2092.143,5780.692,,,6389.773
2010-01-12,3712.509,5026.252,2727.8612,999.102,4256.994,,5033.784,,1803.13,4351.189,6049.151,2163.412,5900.682,,,6570.505
2010-01-13,3612.373,4782.94,2633.2391,947.937,4031.288,,4781.043,,1835.76,4297.811,6037.331,2136.016,5888.267,,,6607.23
2010-01-14,3674.253,4824.907,2666.7513,961.525,4064.162,,4819.525,,1880.93,4404.025,6234.58,2190.862,6039.693,,,6791.234
2010-01-15,3691.622,4823.652,2660.3198,963.287,4073.021,,4848.994,,1863.09,4451.199,6259.04,2186.906,6082.503,,,6823.167
2010-01-18,3721.588,4815.46,2677.3036,944.001,4040.164,,4826.86,,1850.51,4507.94,6365.857,2255.552,6173.574,,,6968.196
2010-01-19,3727.196,4862.883,2700.431,953.749,4070.961,,4862.874,,1823.47,4480.571,6343.239,2255.82,6113.434,,,6954.025
2010-01-20,3602.596,4685.212,2595.0947,925.325,3949.436,,4713.97,,1783.96,4322.657,6173.372,2194.683,5855.129,,,6724.216
2010-01-21,3616.981,4597.313,2555.2544,937.584,4024.208,,4801.683,,1739.2,4325.063,6210.556,2197.202,5862.421,,,6752.675
2010-01-22,3558.311,4467.994,2473.9244,924.43,4079.063,,4830.925,,1681.45,4188.382,6031.107,2158.372,5693.025,,,6634.262
2010-01-25,3516.943,4450.567,2404.8436,924.578,4020.456,,4763.484,,1680.21,4153.947,5989.882,2111.211,5673.015,,,6570.746
2010-01-26,3413.078,4289.873,2326.351,902.152,3977.35,,4677.796,,1655.83,4014.489,5847.801,2046.882,5448.814,,,6358.31
2010-01-27,3372.526,4244.275,2312.6961,883.574,3861.066,,4570.082,,1643.69,3981.034,5744.01,2032.698,5398.722,,,6316.113
2010-01-28,3392.197,4243.731,2330.9463,875.784,3806.824,,4528.486,,1647.23,4035.702,5849.102,2060.495,5463.353,,,6433.828
2010-01-29,3397.604,4214.626,2323.3747,873.554,3794.754,,4514.357,,1615.89,4055.487,5940.476,2052.835,5502.613,,,6562.313
2010-02-01,3348.218,4060.655,2258.4545,856.545,3746.779,,4469.993,,1628.83,3969.735,5954.174,2015.094,5443.679,,,6627.007
2010-02-02,3337.339,4102.44,2252.5633,850.583,3758.866,,4469.671,,1651.66,3933.912,5858.305,2009.41,5363.122,,,6543.804
2010-02-03,3416.596,4296.71,2317.8419,886.735,3889.757,,4620.829,,1684.06,3998.058,5896.321,2068.562,5389.985,,,6538.584
2010-02-04,3415.778,4225.587,2302.3962,881.02,3862.099,,4597.818,,1632.72,4005.134,5953.833,2087.51,5401.985,,,6613.842
2010-02-05,3344.672,4081.157,2244.1242,859.877,3794.147,,4506.397,,1616.76,3941.066,5886.897,2050.637,5278.969,,,6487.567
2010-02-08,3342.919,4103.678,2251.8576,870.394,3778.592,,4486.276,,1611.79,3931.808,5947.163,2054.974,5281.952,,,6472.767
2010-02-09,3357.647,4164.532,2268.2549,876.774,3810.829,,4515.948,,1618.45,3931.828,5939.954,2074.599,5305.223,,,6465.181
2010-02-10,3403.958,4220.4,2302.3813,899.218,3868.623,,4586.788,,1661.12,3998.972,5992.167,2085.13,5449.861,,,6547.213
2010-02-11,3407.098,4239.671,2362.9424,896.285,3861.568,,4584.581,,1693.74,3991.749,6013.43,2068.448,5432.765,,,6554.288
2010-02-12,3443.205,4316.608,2381.991,902.025,3897.237,,4627.822,,1707.79,4036.684,6035.079,2090.411,5501.864,,,6624.937
2010-02-22,3429.527,4279.724,2373.2046,899.173,3868.671,,4589.307,,1740.68,4037.723,6009.124,2095.603,5542.571,,,6615.644
2010-02-23,3409.418,4196.89,2349.9795,864.768,3773.895,,4488.882,,1738.3,4078.498,5998.43,2091.006,5620.104,,,6696.547
2010-02-24,3464.661,4248.6,2412.4227,869.835,3802.032,,4529.884,,1749.06,4177.311,6084.521,2123.224,5731.156,,,6880.456
2010-02-25,3516.838,4310.752,2419.0854,882.166,3870.891,,4625.51,,1748.45,4228.739,6150.625,2156.057,5818.499,,,6942.922
2010-02-26,3509.384,4265.882,2385.8772,873.007,3862.632,,4616.263,,1786.24,4237.587,6107.084,2152.246,5911.165,,,6992.747
2010-03-01,3553.423,4365.325,2414.2206,892.88,3937.669,,4689.68,,1777.64,4266.215,6150.966,2177.246,5925.374,,,7038.639
2010-03-02,3543.662,4282.11,2387.1846,886.261,3933.12,,4695.484,,1763.55,4289.866,6134.867,2161.364,5970.794,,,7019.06
2010-03-03,3575.767,4317.003,2419.6431,892.67,3944.457,,4707.681,,1745.71,4351.875,6208.315,2182.045,6048.545,,,7078.865
2010-03-04,3475.321,4207.342,2355.5505,865.325,3853.075,,4597.342,,1760.09,4201.603,6004.931,2132.781,5809.188,,,6850.03
2010-03-05,3486.124,4208.493,2379.4837,877.155,3867.443,,4614.523,,1794.04,4188.623,6014.653,2156.728,5778.869,,,6877.647
2010-03-08,3516.803,4244.781,2422.494,882.782,3901.193,,4662.04,,1832.39,4232.144,6010.958,2166.912,5810.805,,,6939.112
2010-03-09,3533.588,4286.488,2431.6497,894.36,3940.948,,4721.877,,1832.57,4225.167,6010.359,2156.507,5785.693,,,6931.279
2010-03-10,3500.969,4269.222,2434.8648,892.259,3925.605,,4690.958,,1845.25,4175.348,5976.296,2130.525,5744.099,,,6820.053
2010-03-11,3491.659,4252.4,2441.521,898.406,3954.829,,4714.763,,1853.08,4149.699,5920.617,2127.899,5690.604,,,6753.47
2010-03-12,3443.433,4200.743,2402.672,888.375,3913.881,,4653.741,,1851.45,4085.15,5865.475,2090.686,5651.977,,,6672.774
2010-03-15,3396.234,4108.536,2335.0761,874.097,3851.713,,4585.758,,1865.63,4035.751,5774.977,2063.157,5580.342,,,6630.916
2010-03-16,3419.871,4110.497,2345.5918,877.792,3901.5,,4638.101,,1857.88,4056.689,5809.398,2083.105,5599.478,,,6658.614
2010-03-17,3499.609,4198.107,2395.5049,902.366,3986.348,,4739.59,,1846.56,4174.028,5927.37,2132.546,5752.124,,,6805.34
2010-03-18,3497.379,4200.639,2384.236,896.94,3961.106,,4726.181,,1837.27,4170.293,5937.656,2127.493,5745.049,,,6786.095
2010-03-19,3524.714,4286.699,2411.3324,902.774,3976.688,,4748.371,,1817.98,4206.048,5954.92,2151.148,5812.543,,,6805.081
2010-03-22,3536.745,4281.088,2396.1913,900.378,3994.582,,4760.801,,1826.79,4246.662,5952.225,2157.13,5820.012,,,6838.027
2010-03-23,3509.084,4272.175,2379.9665,888.293,3948.035,,4706.659,,1832.3,4217.873,5923.182,2128.55,5778.423,,,6825.74
2010-03-24,3514.637,4251.447,2360.9719,887.604,3953.013,,4707.405,,1837.33,4244.292,5960.172,2130.798,5814.182,,,6855.624
2010-03-25,3464.721,4183.511,2338.4453,871.582,3895.617,,4633.755,,1835.88,4204.486,5877.69,2097.858,5769.69,,,6766.777
2010-03-26,3514.045,4238.137,2348.0869,883.872,3964.869,,4714.778,,1829.7,4262.697,5939.328,2136.984,5827.954,,,6836.739
2010-03-29,3587.817,4381.446,2398.8544,913.793,4111.966,,4875.674,,1848.0,4297.434,6008.837,2162.42,5855.134,,,6908.912
2010-03-30,3598.327,4413.829,2390.3733,916.553,4128.091,,4891.238,,1847.15,4322.277,6015.022,2160.48,5874.344,,,6910.652
2010-03-31,3583.713,4357.166,2361.8609,912.501,4096.761,,4859.983,,1813.23,4334.064,5987.604,2146.445,5883.183,,,6947.114
2010-04-01,3634.333,4427.738,2388.6441,923.448,4133.474,,4920.955,,1826.82,4410.719,6065.904,2169.776,5972.675,,,7036.581
2010-04-02,3649.702,4514.091,2412.4717,923.129,4128.178,,4920.564,,1826.52,4431.938,6028.718,2174.581,5988.578,,,7078.178
2010-04-06,3649.806,4556.252,2413.9839,920.253,4133.694,,4906.387,,1841.5,4440.422,6052.552,2189.877,6014.211,,,7137.421
2010-04-07,3637.321,4536.267,2416.0449,914.95,4099.391,,4856.022,,1848.49,4466.096,6058.686,2176.636,6057.846,,,7200.816
2010-04-08,3605.441,4440.769,2370.1435,900.009,4028.053,,4774.094,,1852.42,4447.578,6034.281,2175.546,6054.912,,,7277.617
2010-04-09,3645.564,4501.546,2385.2299,910.286,4064.905,,4813.237,,1864.73,4512.819,6125.453,2196.757,6173.212,,,7359.024
2010-04-12,3630.558,4494.249,2340.7838,895.418,3987.111,,4709.36,,1869.74,4555.43,6151.55,2210.266,6212.428,,,7543.259
2010-04-13,3651.894,4553.208,2353.9405,930.661,4098.517,,4819.256,,1859.34,4496.479,6146.575,2218.904,6098.139,,,7464.07
2010-04-14,3672.507,4602.874,2369.9844,927.9,4088.336,,4805.721,,1868.81,4541.313,6278.672,2225.631,6235.88,,,7576.488
2010-04-15,3653.196,4623.683,2367.3236,934.073,4092.925,,4798.615,,1871.79,4494.455,6273.154,2212.285,6166.676,,,7499.941
2010-04-16,3619.561,4544.64,2337.6611,916.331,4012.859,,4715.883,,1833.07,4492.842,6279.558,2199.192,6167.233,,,7475.157
2010-04-19,3435.639,4283.206,2187.4903,868.683,3794.183,,4424.116,,1792.29,4298.747,6116.175,2075.432,5884.12,,,7330.295
2010-04-20,3444.898,4316.923,2150.8221,865.823,3779.056,,4377.799,,1828.14,4349.674,6244.237,2080.137,5991.704,,,7598.751
2010-04-21,3523.054,4411.622,2181.2749,880.816,3826.59,,4439.971,,1814.87,4477.516,6424.121,2120.648,6172.057,,,7788.231
2010-04-22,3496.586,4409.876,2143.2435,867.987,3732.126,,4334.38,,1832.54,4469.694,6435.874,2095.446,6196.122,,,7814.314
2010-04-23,3480.048,4403.31,2115.8265,868.153,3726.087,,4338.325,,1854.4,4434.847,6384.185,2077.814,6109.693,,,7730.771
2010-04-26,3466.116,4376.496,2096.0929,851.556,3686.007,,4290.965,,1860.21,4463.013,6279.813,2077.396,6094.213,,,7772.834
2010-04-27,3390.944,4272.363,2035.0409,831.832,3621.909,,4221.787,,1806.99,4337.611,6089.218,2024.732,5893.294,,,7647.312
2010-04-28,3377.356,4262.054,2054.5761,826.888,3618.233,,4220.935,,1791.28,4306.331,6043.937,2009.177,5798.876,,,7682.034
2010-04-29,3318.272,4165.068,2031.6195,822.368,3634.866,,4229.616,,1850.64,4198.555,5924.342,1977.435,5606.169,,,7362.256
2010-04-30,3300.621,4181.44,2082.2582,839.479,3704.251,,4296.458,,1832.17,4094.387,5807.737,1964.323,5476.96,,,7134.708
2010-05-04,3261.46,4176.4,2045.613,813.648,3609.032,,4165.246,,1811.81,4078.297,5831.377,1954.997,5482.709,,,7276.16
2010-05-05,3300.011,4142.071,2046.8804,808.734,3608.541,,4173.863,,1783.29,4177.481,5993.386,1995.493,5652.369,,,7489.037
2010-05-06,3160.751,3911.424,1946.5633,762.271,3416.437,,3944.94,,1716.6,4052.898,5882.869,1907.626,5501.583,,,7330.62
2010-05-07,3099.544,3786.252,1881.7239,751.285,3381.848,,3905.683,,1684.59,3984.17,5843.299,1849.33,5480.007,,,7221.626
2010-05-10,3101.045,3832.492,1888.9263,765.175,3447.592,,3982.018,,1783.72,3909.831,5789.006,1833.297,5472.048,,,6989.246
2010-05-11,3031.285,3808.737,1882.851,739.799,3358.583,,3878.282,,1787.97,3808.876,5634.95,1794.29,5294.874,,,6794.415
2010-05-12,3025.645,3798.103,1877.5455,754.442,3444.595,,3974.041,,1869.79,3712.644,5478.394,1810.405,5095.355,,,6637.268
2010-05-13,3102.656,3918.179,1911.4728,770.38,3516.817,,4047.531,,1877.38,3841.466,5633.225,1841.107,5230.609,,,6888.084
2010-05-14,3092.734,3892.778,1889.2065,759.552,3469.456,,3993.008,,1848.0,3845.234,5660.94,1829.748,5249.496,,,7031.882
2010-05-17,2918.724,3690.235,1758.807,706.084,3312.927,,3793.018,,1791.08,3602.1,5384.949,1707.907,4893.388,,,6690.372
2010-05-18,2974.772,3745.459,1804.5612,722.312,3400.651,,3915.611,,1793.11,3659.685,5418.409,1728.51,4918.495,,,6678.255
2010-05-19,2968.442,3750.016,1790.0451,715.068,3369.761,,3878.159,,1758.18,3693.411,5434.723,1720.209,4938.991,,,6665.256
2010-05-20,2924.982,3686.017,1789.1787,696.942,3311.349,,3814.031,,1686.19,3653.519,5330.423,1683.26,4896.992,,,6489.725
2010-05-21,2974.688,3728.86,1837.6213,703.166,3341.391,,3873.706,,1726.18,3745.629,5430.089,1694.041,5001.897,,,6548.4
2010-05-24,3092.997,3891.083,1890.9296,736.085,3448.505,,4012.062,,1732.25,3894.461,5642.363,1767.36,5224.99,,,6824.927
