,000906.SH,000961.SH,399440.SZ,H30588.CSI,000018.SH,399808.SZ,399914.SZ,399412.SZ,H11136.CSI,930599.CSI,930653.CSI,H30171.CSI,399967.SZ,000998.SH,000827.SH,000978.SH
2005-01-04,983.895,966.958,1132.6045,,753.778,,989.1032,,,988.127,984.671,986.114,977.339,,,982.191
2005-01-05,995.576,971.185,1139.7267,,748.588,,994.8379,,,1003.429,997.077,995.312,993.19,,,998.755
2005-01-06,986.216,951.816,1124.2958,,738.135,,988.4072,,,994.713,987.855,992.325,986.252,,,991.335
2005-01-07,987.693,942.236,1122.2087,,739.005,,993.9266,,,997.359,992.686,990.946,991.698,,,989.813
2005-01-10,997.186,946.245,1132.3955,,761.086,,1010.7026,,,1002.628,1004.845,998.472,997.696,,,1000.7
2005-01-11,1000.098,948.4,1137.4103,,766.493,,1014.6878,,,1004.567,1007.386,1005.794,1000.481,,,1001.189
2005-01-12,999.915,954.377,1140.583,,764.002,,1011.128,,,1007.329,1007.445,1004.362,1001.372,,,999.589
2005-01-13,1001.231,955.593,1141.166,,760.05,,1011.42,,,1012.475,1006.565,1003.733,1002.062,,,1001.541
2005-01-14,991.409,945.222,1134.4407,,755.22,,1001.4862,,,998.768,998.342,997.13,987.842,,,992.873
2005-01-17,969.922,919.424,1114.3572,,736.573,,977.5935,,,982.674,980.52,981.108,963.01,,,971.089
2005-01-18,979.139,921.443,1130.4105,,739.217,,983.6604,,,997.064,993.926,979.903,983.956,,,984.057
2005-01-19,972.369,909.983,1122.6084,,731.702,,972.645,,,987.355,987.971,970.293,966.331,,,976.073
2005-01-20,960.598,898.01,1112.6603,,727.235,,962.7983,,,977.484,976.017,956.241,954.925,,,957.261
2005-01-21,983.888,929.052,1151.6653,,776.644,,1010.5232,,,990.08,989.888,974.311,968.642,,,977.613
2005-01-24,1000.703,948.241,1169.2061,,786.993,,1027.3887,,,1013.701,1005.392,986.449,987.24,,,997.46
2005-01-25,998.001,958.203,1168.3529,,775.365,,1014.4027,,,1008.474,1006.446,992.322,975.102,,,988.144
2005-01-26,989.061,950.232,1165.123,,776.415,,1009.3704,,,997.151,1001.579,987.199,961.802,,,979.806
2005-01-27,973.434,933.386,1152.8072,,762.397,,994.0066,,,975.906,984.265,973.816,940.761,,,968.931
2005-01-28,964.026,928.381,1150.712,,764.243,,990.3381,,,956.87,980.716,968.362,923.749,,,950.197
2005-01-31,945.237,919.233,1144.0029,,758.664,,974.9202,,,929.241,968.807,953.855,894.317,,,918.51
2005-02-01,943.24,920.101,1152.9091,,769.57,,982.4763,,,921.84,967.125,949.601,884.632,,,907.347
2005-02-02,994.212,976.916,1210.3282,,807.569,,1035.1322,,,974.06,1009.656,994.234,936.417,,,955.873
2005-02-03,979.041,968.861,1194.4367,,789.785,,1019.2187,,,957.506,995.588,984.675,914.263,,,940.404
2005-02-04,1000.775,989.411,1228.9616,,834.02,,1062.6327,,,973.502,1012.077,1006.089,934.524,,,957.183
2005-02-16,1008.572,1001.113,1239.5055,,830.656,,1062.7514,,,988.458,1016.892,1009.17,949.832,,,964.171
2005-02-17,1007.811,994.671,1228.9985,,824.584,,1058.3097,,,994.405,1017.117,1002.896,955.473,,,969.615
2005-02-18,993.838,988.352,1204.7137,,808.891,,1040.5523,,,978.146,1004.038,990.782,943.202,,,957.652
2005-02-21,1012.737,1013.742,1228.3369,,834.723,,1065.7573,,,996.161,1019.374,1012.952,955.263,,,974.728
2005-02-22,1035.251,1034.209,1249.4747,,843.796,,1081.0052,,,1026.613,1042.554,1031.136,983.36,,,1000.48
2005-02-23,1036.707,1035.199,1238.6336,,828.838,,1069.8922,,,1036.146,1044.87,1025.729,998.209,,,1005.604
2005-02-24,1039.191,1035.565,1239.194,,831.276,,1069.667,,,1039.0,1048.528,1023.884,1005.113,,,1011.423
2005-02-25,1040.062,1042.832,1239.2832,,833.698,,1069.8041,,,1038.498,1052.943,1024.64,1005.853,,,1011.023
2005-02-28,1034.234,1045.751,1228.9869,,811.099,,1041.9324,,,1038.106,1051.196,1020.926,1004.621,,,1009.284
2005-03-01,1031.482,1041.864,1219.7137,,810.476,,1040.4341,,,1034.425,1052.406,1014.049,1000.681,,,1008.248
2005-03-02,1016.601,1025.945,1178.5068,,799.253,,1028.8643,,,1017.356,1036.437,1001.831,985.065,,,997.391
2005-03-03,1022.691,1028.914,1197.7308,,808.437,,1036.531,,,1020.142,1040.551,1010.241,991.649,,,1000.383
2005-03-04,1017.494,1018.367,1188.4165,,804.104,,1031.7096,,,1012.544,1036.873,1009.434,985.225,,,994.814
2005-03-07,1023.007,1023.618,1195.5151,,808.988,,1035.8098,,,1018.909,1043.294,1017.108,987.821,,,995.039
2005-03-08,1043.097,1048.438,1211.5639,,818.467,,1050.0737,,,1041.368,1061.811,1035.908,1015.86,,,1022.436
2005-03-09,1042.302,1046.294,1211.2232,,799.0,,1036.6507,,,1048.179,1066.17,1036.025,1032.618,,,1024.786
2005-03-10,1017.261,1016.004,1177.6794,,783.058,,1014.9078,,,1021.569,1047.601,1017.497,1001.632,,,1004.692
2005-03-11,1021.87,1019.833,1174.1027,,778.497,,1010.6072,,,1028.71,1047.491,1037.133,1005.417,,,1010.282
2005-03-14,1023.919,1031.437,1183.4163,,781.916,,1005.5981,,,1026.851,1058.481,1058.356,1000.855,,,1009.562
2005-03-15,1007.543,1007.133,1169.2317,,764.081,,986.686,,,1014.899,1047.802,1040.59,989.388,,,998.524
2005-03-16,997.285,989.82,1155.9998,,763.096,,981.0262,,,1004.856,1044.379,1028.662,979.541,,,982.764
2005-03-17,986.222,985.777,1140.2388,,760.522,,967.928,,,993.183,1039.351,1020.086,966.317,,,974.025
2005-03-18,969.983,968.9,1133.5587,,768.949,,967.5534,,,969.91,1024.858,1002.932,950.543,,,953.221
2005-03-21,972.291,970.958,1146.1847,,775.145,,968.7665,,,970.849,1031.877,1012.022,955.88,,,957.314
2005-03-22,951.743,959.15,1120.1116,,754.819,,940.0137,,,948.862,1023.287,1019.61,924.946,,,939.121
2005-03-23,948.301,961.952,1103.8507,,759.66,,941.4153,,,942.49,1025.47,1008.938,927.745,,,936.94
2005-03-24,955.399,965.479,1122.4007,,763.059,,947.3643,,,947.22,1024.504,1009.71,936.611,,,944.059
2005-03-25,953.561,965.474,1122.6804,,759.913,,942.6666,,,944.457,1021.913,1011.147,940.953,,,941.055
2005-03-28,949.518,963.498,1122.1516,,760.67,,933.3026,,,936.08,1029.282,1014.012,934.746,,,933.083
2005-03-29,943.929,957.068,1123.7549,,760.709,,930.7871,,,927.05,1021.62,1010.205,922.549,,,930.516
2005-03-30,922.947,937.606,1111.0468,,739.915,,914.5861,,,898.73,998.588,986.63,886.67,,,901.059
2005-03-31,928.649,945.418,1104.3779,,750.811,,925.4982,,,908.98,1002.609,989.538,895.098,,,906.167
2005-04-01,963.238,987.415,1149.2864,,782.51,,963.2394,,,945.424,1034.997,1022.961,928.303,,,938.454
2005-04-04,946.868,973.652,1128.5072,,765.989,,943.1266,,,928.602,1024.073,1012.475,911.168,,,921.296
2005-04-05,939.794,973.538,1107.5735,,765.437,,941.6714,,,920.814,1014.43,1009.95,903.414,,,917.874
2005-04-06,957.448,1003.851,1097.967,,783.829,,959.7068,,,937.605,1030.627,1042.586,915.59,,,935.261
2005-04-07,969.137,1002.322,1104.7009,,803.128,,989.0147,,,948.968,1042.595,1042.463,931.124,,,953.78
2005-04-08,987.353,1026.229,1116.3753,,816.668,,1013.0872,,,965.209,1059.128,1059.205,944.759,,,972.039
2005-04-11,981.315,1010.817,1107.8578,,807.248,,1006.473,,,955.285,1051.389,1043.117,941.715,,,971.992
2005-04-12,963.181,995.06,1100.73,,793.84,,987.1824,,,933.667,1036.608,1031.966,919.878,,,949.802
2005-04-13,985.622,1017.854,1125.7662,,812.094,,1014.3497,,,955.697,1051.177,1046.386,943.687,,,966.711
2005-04-14,971.601,1002.236,1119.8914,,796.362,,993.7757,,,942.55,1039.587,1034.531,931.324,,,955.445
2005-04-15,955.94,984.96,1105.8756,,789.523,,983.1773,,,921.978,1023.463,1025.097,906.796,,,936.761
2005-04-18,945.14,978.187,1093.6891,,784.539,,972.414,,,908.674,1008.846,1022.5,899.316,,,922.213
2005-04-19,946.986,976.457,1096.1542,,793.619,,985.6391,,,907.197,1005.989,1024.269,899.769,,,920.754
2005-04-20,930.891,968.848,1098.8694,,777.066,,963.2269,,,886.29,994.609,1014.676,875.876,,,904.265
2005-04-21,920.935,971.197,1069.2584,,779.246,,954.8363,,,873.913,977.944,1026.901,871.629,,,901.257
2005-04-22,914.607,964.912,1061.5374,,785.231,,944.4712,,,865.844,981.37,1029.369,860.95,,,891.537
2005-04-25,903.468,944.366,1034.364,,789.565,,945.9243,,,844.756,994.34,1025.98,847.176,,,879.456
2005-04-26,912.457,941.845,1031.3189,,790.352,,957.3031,,,861.063,1008.491,1018.931,858.474,,,898.27
2005-04-27,900.294,936.581,991.7838,,796.302,,953.7001,,,847.511,1002.484,1012.291,853.786,,,884.762
2005-04-28,917.088,954.573,999.9168,,800.128,,966.6361,,,868.16,1027.368,1029.263,876.988,,,904.322
2005-04-29,906.462,940.142,993.313,,809.216,,978.7575,,,849.824,1021.63,1023.22,868.237,,,891.712
2005-05-09,881.503,914.908,971.8248,,792.372,,954.8698,,,819.999,997.439,995.782,835.252,,,864.848
2005-05-10,884.259,919.365,981.3494,,807.509,,973.0173,,,821.557,996.955,993.472,840.789,,,867.053
2005-05-11,874.393,904.753,973.3818,,800.482,,962.5293,,,814.523,985.588,974.445,837.712,,,858.427
2005-05-12,861.577,886.558,943.2569,,770.332,,938.833,,,809.018,970.373,955.676,831.221,,,850.672
2005-05-13,864.772,887.913,949.1833,,779.374,,930.9109,,,810.291,969.585,959.714,835.104,,,859.095
2005-05-16,854.087,852.646,932.9927,,778.099,,921.3655,,,804.159,969.729,946.266,826.103,,,859.178
2005-05-17,861.365,848.09,944.7052,,782.936,,933.1567,,,808.413,980.687,952.15,833.673,,,874.152
2005-05-18,864.074,851.488,944.2432,,785.887,,938.8923,,,810.667,975.898,949.783,838.886,,,878.15
2005-05-19,864.441,849.616,945.0656,,788.841,,942.8034,,,810.445,977.701,951.146,845.569,,,877.908
2005-05-20,861.592,850.806,946.032,,784.428,,939.2615,,,807.259,977.792,953.361,842.918,,,874.362
2005-05-23,839.479,827.435,916.3085,,763.98,,914.3673,,,784.583,955.382,937.494,824.987,,,850.252
2005-05-24,846.966,821.675,913.5586,,769.7,,926.6898,,,798.18,964.351,948.768,836.806,,,862.867
2005-05-25,847.169,820.724,914.2387,,770.564,,927.2894,,,798.071,960.481,947.428,836.143,,,853.382
2005-05-26,836.133,812.407,910.3028,,760.774,,916.1803,,,791.302,941.449,919.815,826.243,,,834.588
2005-05-27,828.117,807.72,907.8171,,755.421,,907.1048,,,786.695,924.86,901.16,816.325,,,823.746
2005-05-30,834.316,816.655,915.7116,,757.423,,909.49,,,789.77,938.611,907.939,822.821,,,827.783
2005-05-31,834.262,817.783,919.2307,,756.453,,906.3358,,,788.608,938.653,908.009,824.796,,,829.25
2005-06-01,816.042,787.11,912.4796,,747.14,,892.0595,,,769.061,921.963,883.934,803.031,,,813.045
2005-06-02,799.802,766.75,900.529,,726.36,,868.4744,,,756.205,891.776,848.354,789.113,,,796.089
2005-06-03,798.34,763.307,895.4514,,744.976,,881.9022,,,754.358,887.113,857.098,783.906,,,796.749
2005-06-06,816.42,780.157,910.2072,,760.787,,898.8831,,,772.383,913.731,889.752,796.78,,,811.885
2005-06-07,815.511,774.975,911.2223,,755.129,,899.1262,,,773.522,916.186,879.603,796.956,,,812.386
2005-06-08,881.593,843.79,987.5766,,811.133,,969.8254,,,834.235,994.946,953.327,860.978,,,877.005
2005-06-09,888.786,860.742,988.4665,,807.941,,968.4064,,,841.197,988.859,956.987,869.38,,,885.367
2005-06-10,870.777,833.175,970.8003,,811.189,,962.5693,,,825.397,963.409,937.993,854.313,,,862.351
2005-06-13,868.676,830.907,947.5317,,806.095,,958.8819,,,823.03,964.906,930.554,858.821,,,867.756
2005-06-14,857.283,819.703,948.0862,,793.286,,946.6008,,,807.135,955.429,925.724,847.683,,,845.661
2005-06-15,838.994,797.849,941.1361,,780.485,,926.643,,,788.613,937.341,917.801,827.81,,,823.324
2005-06-16,849.359,807.066,951.618,,803.303,,946.0013,,,797.423,949.591,924.986,837.621,,,835.989
2005-06-17,848.935,803.519,966.8556,,807.5,,949.3596,,,789.411,949.29,925.187,838.006,,,829.77
2005-06-20,873.81,834.696,980.8467,,834.287,,977.7853,,,811.139,985.46,960.702,864.312,,,854.357
2005-06-21,864.283,825.119,965.4458,,819.333,,964.3639,,,802.053,975.528,951.082,860.49,,,847.967
2005-06-22,867.616,819.08,963.6625,,833.683,,977.4,,,802.162,986.156,962.014,862.363,,,854.312
2005-06-23,859.755,813.358,955.1119,,821.282,,962.6367,,,791.819,981.112,957.441,852.938,,,845.715
2005-06-24,863.777,820.529,960.3403,,822.64,,968.6264,,,794.582,986.651,956.827,862.786,,,852.429
2005-06-27,882.274,837.52,970.368,,833.606,,987.9469,,,816.674,1007.508,974.21,891.404,,,875.726
2005-06-28,869.038,822.004,958.4256,,824.644,,974.5714,,,800.659,993.48,959.525,870.202,,,860.044
2005-06-29,864.168,821.197,957.5896,,813.702,,963.7626,,,800.168,991.783,943.835,865.858,,,856.11
2005-06-30,843.178,799.679,935.0983,,806.354,,945.6228,,,778.05,972.966,927.349,841.85,,,835.954
2005-07-01,820.862,779.585,928.3985,,787.229,,922.2448,,,745.856,950.391,909.763,813.688,,,804.777
2005-07-04,815.332,772.868,921.4196,,795.468,,925.8747,,,734.552,946.345,910.307,806.991,,,793.543
2005-07-05,809.104,763.732,903.3782,,791.849,,919.5624,,,727.126,937.584,901.593,801.814,,,791.596
2005-07-06,803.85,760.059,899.2425,,786.296,,912.7334,,,719.542,931.791,892.109,800.068,,,788.804
2005-07-07,806.318,770.306,902.6373,,785.063,,912.4328,,,721.661,932.206,887.056,803.126,,,791.625
2005-07-08,788.361,752.772,885.2621,,774.923,,894.5151,,,697.86,925.631,870.374,784.078,,,764.104
2005-07-11,782.03,738.225,882.4919,,779.799,,895.3257,,,688.39,921.733,864.487,771.398,,,755.376
2005-07-12,808.596,761.838,904.1976,,827.227,,942.6815,,,714.809,949.012,892.602,795.889,,,779.662
2005-07-13,802.674,754.41,901.22,,816.143,,931.9169,,,714.77,931.992,886.214,786.969,,,770.157
2005-07-14,804.772,758.897,906.895,,820.831,,935.4956,,,714.753,931.893,895.93,786.696,,,771.589
2005-07-15,793.029,750.602,897.5332,,817.968,,926.8635,,,697.074,924.269,889.103,770.687,,,751.587
2005-07-18,782.153,737.364,892.142,,821.67,,922.2756,,,680.918,911.155,887.3,761.043,,,733.18
2005-07-19,785.65,735.142,893.8852,,823.684,,930.2635,,,686.078,911.768,888.952,770.315,,,737.697
2005-07-20,791.751,741.119,904.8854,,826.457,,935.6895,,,690.472,919.292,896.996,778.52,,,744.234
2005-07-21,791.813,739.821,918.1486,,826.956,,937.4965,,,688.47,915.575,895.447,778.89,,,741.855
2005-07-22,807.56,758.986,920.406,,853.104,,972.5528,,,703.233,934.222,909.789,802.393,,,758.34
2005-07-25,804.745,757.66,918.4922,,853.917,,979.786,,,697.409,932.688,906.986,801.365,,,756.467
2005-07-26,823.336,786.218,933.2396,,867.188,,997.4561,,,719.148,946.467,928.73,821.857,,,772.985
2005-07-27,839.541,807.519,949.7676,,872.081,,1005.5221,,,739.574,958.102,947.05,836.195,,,787.756
2005-07-28,836.545,808.293,944.2967,,873.365,,1003.5513,,,737.684,958.031,941.098,834.378,,,786.614
2005-07-29,833.868,804.59,940.2567,,877.58,,1007.9789,,,735.077,951.894,937.664,835.795,,,784.108
2005-08-01,837.86,813.795,944.2796,,869.286,,999.6562,,,741.714,958.161,940.963,834.003,,,789.275
2005-08-02,849.928,827.907,954.0477,,884.524,,1017.4217,,,756.274,968.865,948.161,842.772,,,800.312
2005-08-03,855.95,833.703,958.8846,,881.987,,1024.4412,,,765.041,973.991,945.495,855.382,,,807.226
2005-08-04,851.073,827.815,953.8925,,875.735,,1019.0758,,,758.929,971.662,943.811,851.76,,,803.873
2005-08-05,872.043,851.963,969.5494,,902.838,,1047.6925,,,778.664,988.269,963.27,875.143,,,829.053
2005-08-08,878.141,863.136,979.0109,,904.817,,1050.4599,,,787.876,988.015,956.107,884.555,,,839.223
2005-08-09,886.305,872.694,985.7995,,905.491,,1053.5778,,,802.007,989.128,960.417,901.17,,,850.345
2005-08-10,894.21,880.515,989.4945,,916.72,,1064.3736,,,813.683,992.901,966.106,917.642,,,865.074
2005-08-11,906.682,898.611,998.629,,933.936,,1081.453,,,826.977,1013.668,985.398,922.639,,,876.89
2005-08-12,891.422,880.752,986.2394,,907.833,,1049.9171,,,815.941,993.721,970.356,900.794,,,859.357
2005-08-15,912.316,901.661,1000.0071,,929.367,,1073.9649,,,841.907,1016.328,975.343,928.477,,,886.851
2005-08-16,905.557,889.524,1000.5542,,905.681,,1051.7055,,,836.164,1017.138,966.616,926.047,,,885.899
2005-08-17,915.559,899.759,1002.0374,,915.148,,1060.0913,,,852.149,1033.694,971.863,943.946,,,900.569
2005-08-18,885.877,864.78,1000.3123,,881.52,,1022.3476,,,816.02,996.176,946.49,904.679,,,860.94
2005-08-19,887.533,864.514,1001.3152,,894.042,,1029.5821,,,816.074,998.904,944.997,907.152,,,854.074
2005-08-22,896.355,872.751,1004.9545,,905.359,,1043.9892,,,827.475,1009.452,947.987,919.151,,,866.035
2005-08-23,886.317,868.583,1000.3964,,900.646,,1034.2756,,,820.109,997.494,940.448,914.469,,,860.476
2005-08-24,894.293,882.158,1003.1137,,911.691,,1046.0332,,,827.713,1002.261,946.017,918.986,,,873.867
2005-08-25,896.784,879.398,996.309,,912.782,,1050.0585,,,833.699,1003.042,942.388,931.173,,,879.69
2005-08-26,896.573,873.918,994.3532,,919.36,,1052.5104,,,837.813,1002.307,940.562,933.864,,,884.472
2005-08-29,886.489,857.829,979.051,,909.033,,1037.2069,,,826.578,997.018,934.751,923.385,,,871.871
2005-08-30,883.365,855.411,982.6721,,906.028,,1034.8867,,,820.136,995.606,933.45,927.076,,,866.22
2005-08-31,897.637,869.799,993.6514,,906.916,,1048.5587,,,834.823,1010.564,947.986,945.344,,,891.854
2005-09-01,915.275,884.221,1005.9667,,926.685,,1073.1046,,,856.451,1027.886,964.801,966.296,,,912.219
2005-09-02,919.672,884.719,1002.2962,,927.268,,1074.1268,,,868.357,1036.094,967.222,979.883,,,924.272
2005-09-05,926.542,893.334,1005.6482,,924.23,,1078.9606,,,879.373,1045.845,968.547,1005.117,,,931.967
2005-09-06,908.976,881.714,987.9247,,907.884,,1066.0903,,,856.147,1023.499,955.961,993.3,,,905.533
2005-09-07,927.795,904.609,998.5481,,920.338,,1087.861,,,882.656,1042.659,968.824,1027.131,,,932.023
2005-09-08,930.0,910.726,1000.8799,,932.706,,1093.0856,,,881.892,1050.54,978.226,1021.42,,,934.625
2005-09-09,922.644,907.143,999.5405,,927.702,,1084.2943,,,873.299,1041.816,968.546,1011.734,,,925.036
2005-09-12,924.104,906.418,1001.1539,,932.038,,1088.8097,,,876.256,1042.031,969.603,1027.679,,,929.936
2005-09-13,940.175,921.251,1012.1634,,934.957,,1097.5171,,,894.609,1062.058,987.277,1047.11,,,947.844
2005-09-14,947.807,927.134,1014.1091,,944.855,,1105.8129,,,906.173,1066.611,995.134,1055.096,,,955.81
2005-09-15,948.421,925.953,1013.4596,,940.905,,1100.4003,,,910.855,1061.674,993.523,1058.533,,,960.812
2005-09-16,946.653,924.373,1015.0828,,943.559,,1100.7678,,,909.504,1062.437,988.648,1052.061,,,961.729
2005-09-19,952.957,927.997,1018.703,,941.58,,1100.2637,,,921.585,1067.289,991.338,1072.284,,,972.908
2005-09-20,944.651,918.131,1012.5136,,937.302,,1090.3262,,,915.079,1058.766,979.997,1081.281,,,968.315
2005-09-21,928.009,901.305,997.3043,,911.528,,1064.6662,,,906.512,1043.119,965.844,1064.402,,,956.554
2005-09-22,904.436,884.758,969.1574,,889.08,,1036.2789,,,876.175,1018.819,949.847,1033.689,,,930.369
2005-09-23,896.143,880.14,965.7104,,877.702,,1025.3288,,,863.501,1008.685,941.476,1034.143,,,920.903
2005-09-26,899.59,886.015,959.0183,,884.479,,1032.4105,,,872.742,1013.006,943.51,1063.144,,,922.807
2005-09-27,884.322,871.387,948.5923,,869.546,,1013.7976,,,853.515,999.53,929.067,1059.194,,,910.752
2005-09-28,882.628,868.551,949.101,,870.892,,1017.3509,,,851.129,1003.777,924.798,1032.314,,,908.769
2005-09-29,896.798,884.872,955.6907,,884.046,,1031.9653,,,870.167,1013.895,938.263,1050.045,,,924.048
2005-09-30,897.276,889.284,963.34,,887.466,,1033.8848,,,872.604,1012.218,939.819,1060.331,,,921.854
2005-10-10,886.941,880.534,949.83,,889.295,,1030.1883,,,861.253,1004.087,929.153,1053.164,,,908.766
2005-10-11,901.457,896.39,954.7077,,897.804,,1040.1943,,,879.306,1018.279,938.587,1074.199,,,927.67
2005-10-12,906.77,906.803,963.7599,,900.835,,1044.0328,,,883.283,1021.77,939.783,1059.732,,,935.959
2005-10-13,900.565,901.641,962.7392,,894.471,,1037.678,,,880.275,1016.243,925.355,1054.117,,,936.874
2005-10-14,890.211,893.046,957.5866,,880.951,,1027.2281,,,876.677,1002.56,898.117,1061.947,,,930.286
2005-10-17,885.935,890.984,946.6936,,882.723,,1029.2536,,,875.441,997.978,879.367,1075.042,,,932.039
2005-10-18,893.652,901.823,949.0615,,878.618,,1029.3766,,,886.941,1015.259,884.702,1094.571,,,946.74
2005-10-19,888.892,888.818,941.354,,884.249,,1030.624,,,879.321,1011.965,880.55,1082.998,,,938.46
2005-10-20,889.776,889.455,939.2291,,903.527,,1049.182,,,878.007,1006.678,884.171,1088.216,,,940.36
2005-10-21,895.323,894.262,940.2969,,906.075,,1060.2324,,,884.42,1012.112,884.89,1097.375,,,957.068
2005-10-24,896.791,899.046,937.9516,,900.739,,1056.1022,,,893.377,1020.325,881.873,1112.32,,,958.583
2005-10-25,882.276,885.114,925.3968,,893.296,,1042.7637,,,875.465,1004.2,862.123,1097.292,,,942.733
2005-10-26,861.978,868.236,905.8656,,859.4,,1009.6755,,,850.725,985.594,848.988,1065.033,,,933.111
2005-10-27,859.891,869.894,903.5027,,863.67,,1007.3672,,,851.379,973.578,852.995,1063.625,,,927.35
2005-10-28,847.063,845.892,905.2001,,867.3,,997.8648,,,837.866,964.766,850.058,1051.602,,,890.533
2005-10-31,853.934,855.264,909.6162,,881.381,,1008.8135,,,845.489,977.277,863.571,1055.734,,,887.302
2005-11-01,849.894,853.198,902.7826,,882.859,,1005.4914,,,847.432,974.793,860.237,1049.946,,,881.488
2005-11-02,861.558,861.795,911.842,,883.107,,1013.1204,,,859.534,985.526,865.622,1068.582,,,898.153
2005-11-03,852.736,859.594,904.7099,,863.764,,997.8666,,,849.671,972.558,852.763,1050.227,,,891.512
2005-11-04,857.03,859.616,907.7728,,869.611,,1006.2878,,,851.329,977.109,857.141,1054.46,,,898.661
2005-11-07,857.936,857.514,898.8039,,852.087,,996.9782,,,853.255,979.193,855.043,1053.687,,,913.894
2005-11-08,862.82,865.936,899.2177,,862.784,,1006.533,,,856.249,985.381,858.355,1075.531,,,919.603
2005-11-09,860.101,866.573,894.3497,,863.183,,1006.9124,,,859.807,978.103,853.229,1084.399,,,923.168
2005-11-10,841.75,846.754,879.0156,,859.498,,995.6226,,,841.122,960.189,834.389,1064.886,,,903.206
2005-11-11,843.845,848.965,875.5321,,863.412,,999.7821,,,841.82,964.048,836.993,1065.885,,,904.622
2005-11-14,842.841,850.867,872.2966,,857.717,,997.7937,,,842.288,959.772,834.698,1063.37,,,902.65
2005-11-15,837.047,851.472,868.5776,,852.74,,993.4093,,,830.87,955.292,826.717,1028.525,,,893.622
2005-11-16,843.389,857.401,891.7715,,861.248,,1001.8042,,,834.39,956.017,830.392,1036.468,,,896.04
2005-11-17,842.833,856.63,879.4636,,861.812,,1005.1794,,,828.342,955.613,830.908,1026.245,,,901.696
2005-11-18,861.756,877.23,895.3467,,885.612,,1028.0624,,,849.162,973.806,847.197,1054.532,,,922.943
2005-11-21,863.093,879.26,886.9303,,879.727,,1025.6011,,,852.067,977.915,851.765,1055.637,,,927.1
2005-11-22,848.68,863.118,881.5656,,863.503,,1008.0821,,,836.223,966.473,839.373,1039.621,,,913.332
2005-11-23,855.113,869.077,894.6518,,875.463,,1017.9972,,,842.27,970.153,844.049,1049.729,,,918.69
2005-11-24,859.805,872.613,904.7822,,890.675,,1029.4466,,,846.132,971.517,844.084,1055.319,,,919.979
2005-11-25,861.488,870.297,911.3465,,902.744,,1040.8662,,,844.657,973.659,845.617,1060.793,,,918.237
2005-11-28,857.934,866.175,900.2079,,896.97,,1035.8313,,,845.143,967.896,841.312,1055.509,,,915.769
2005-11-29,848.461,859.414,892.0978,,894.035,,1030.7178,,,831.761,957.649,832.935,1031.67,,,906.83
2005-11-30,850.889,859.356,892.9075,,912.631,,1045.4122,,,833.534,957.979,831.129,1037.922,,,908.917
2005-12-01,850.074,862.071,895.7945,,912.209,,1043.0025,,,831.811,954.989,828.58,1032.262,,,908.183
2005-12-02,845.025,865.294,893.4584,,913.622,,1037.8563,,,822.142,953.717,822.774,1018.697,,,893.994
2005-12-05,831.752,856.917,889.2955,,907.248,,1025.1822,,,800.956,934.922,815.515,987.254,,,862.483
2005-12-06,836.837,865.05,897.4396,,923.561,,1035.275,,,802.926,937.721,821.413,981.541,,,861.305
2005-12-07,844.587,875.175,899.005,,929.46,,1044.7044,,,813.166,943.344,831.735,1003.309,,,868.126
2005-12-08,844.436,881.072,895.1734,,923.762,,1042.7093,,,812.391,946.369,832.789,1001.15,,,862.954
2005-12-09,857.749,893.382,904.8161,,949.53,,1068.8655,,,826.788,956.021,844.186,1021.203,,,877.514
2005-12-12,860.161,901.725,902.3318,,945.917,,1071.8506,,,830.442,952.581,843.621,1024.03,,,883.013
2005-12-13,860.789,906.893,898.3646,,946.768,,1073.1135,,,831.764,947.951,843.26,1027.581,,,882.271
2005-12-14,869.268,912.075,899.9934,,962.196,,1095.9358,,,842.524,959.349,848.671,1043.301,,,892.009
2005-12-15,866.658,905.301,902.112,,957.567,,1089.6442,,,836.959,967.059,849.312,1037.086,,,886.462
2005-12-16,873.07,910.289,913.0211,,951.677,,1089.5369,,,846.297,976.355,857.541,1049.662,,,894.267
2005-12-19,873.646,914.286,918.0935,,950.141,,1091.9367,,,845.806,976.8,856.577,1049.58,,,893.906
2005-12-20,877.089,919.514,919.2097,,964.581,,1102.3316,,,849.879,979.517,858.553,1048.897,,,890.856
2005-12-21,872.776,917.359,907.5204,,963.965,,1097.9734,,,842.873,972.668,864.482,1042.254,,,884.373
2005-12-22,878.098,918.998,907.9947,,967.315,,1103.1859,,,850.139,984.397,873.97,1051.802,,,891.571
2005-12-23,886.007,928.005,912.1174,,970.75,,1109.998,,,858.096,999.668,879.043,1061.119,,,898.157
2005-12-26,892.742,939.815,920.4167,,977.498,,1119.0922,,,866.033,1005.541,877.605,1071.461,,,903.26
2005-12-27,891.156,938.012,924.6423,,965.814,,1109.655,,,864.953,1003.777,877.763,1072.724,,,903.128
2005-12-28,893.023,940.995,935.0152,,961.908,,1106.5521,,,866.572,1006.874,881.836,1079.421,,,905.861
2005-12-29,906.307,966.002,932.7073,,968.326,,1116.2112,,,900.574,1021.717,891.684,1090.99,,,916.871
2005-12-30,898.783,961.774,926.8599,,962.816,,1106.8017,,,891.449,1008.694,886.505,1088.333,,,911.937
2006-01-04,914.745,981.346,933.1112,,1024.828,,1165.0511,,,916.273,1017.374,891.757,1112.994,,,918.859
